dataset,classifier,pixel_index,row,col,n_selected_by_model
Half-Flipped,lda,2202,34,26,298
Half-Flipped,lda,2203,34,27,298
Half-Flipped,lda,2213,34,37,298
Half-Flipped,lda,2214,34,38,298
Half-Flipped,lda,2218,34,42,298
Half-Flipped,lda,2219,34,43,298
Half-Flipped,lda,2261,35,21,298
Half-Flipped,lda,2266,35,26,298
Half-Flipped,lda,2267,35,27,298
Half-Flipped,lda,2271,35,31,298
Half-Flipped,lda,2273,35,33,298
Half-Flipped,lda,2276,35,36,298
Half-Flipped,lda,2277,35,37,298
Half-Flipped,lda,2278,35,38,298
Half-Flipped,lda,2303,35,63,298
Half-Flipped,lda,2329,36,25,298
Half-Flipped,lda,2330,36,26,298
Half-Flipped,lda,2333,36,29,298
Half-Flipped,lda,2334,36,30,298
Half-Flipped,lda,2335,36,31,298
Half-Flipped,lda,2338,36,34,298
Half-Flipped,lda,2342,36,38,298
Half-Flipped,lda,2366,36,62,298
Half-Flipped,lda,2393,37,25,298
Half-Flipped,lda,2406,37,38,298
Half-Flipped,lda,2456,38,24,298
Half-Flipped,lda,2457,38,25,298
Half-Flipped,lda,2458,38,26,298
Half-Flipped,lda,2460,38,28,298
Half-Flipped,lda,2461,38,29,298
Half-Flipped,lda,2466,38,34,298
Half-Flipped,lda,2469,38,37,298
Half-Flipped,lda,2470,38,38,298
Half-Flipped,lda,2471,38,39,298
Half-Flipped,lda,2495,38,63,298
Half-Flipped,lda,2523,39,27,298
Half-Flipped,lda,2530,39,34,298
Half-Flipped,lda,2532,39,36,298
Half-Flipped,lda,2558,39,62,298
Half-Flipped,lda,2580,40,20,298
Half-Flipped,lda,2583,40,23,298
Half-Flipped,lda,2586,40,26,298
Half-Flipped,lda,2589,40,29,298
Half-Flipped,lda,2596,40,36,298
Half-Flipped,lda,2598,40,38,298
Half-Flipped,lda,2605,40,45,298
Half-Flipped,lda,2644,41,20,298
Half-Flipped,lda,2646,41,22,298
Half-Flipped,lda,2647,41,23,298
Half-Flipped,lda,2650,41,26,298
Half-Flipped,lda,2658,41,34,298
Half-Flipped,lda,2663,41,39,298
Half-Flipped,lda,2664,41,40,298
Half-Flipped,lda,2665,41,41,298
Half-Flipped,lda,2713,42,25,298
Half-Flipped,lda,2716,42,28,298
Half-Flipped,lda,2722,42,34,298
Half-Flipped,lda,2725,42,37,298
Half-Flipped,lda,2726,42,38,298
Half-Flipped,lda,2728,42,40,298
Half-Flipped,lda,2750,42,62,298
Half-Flipped,lda,2774,43,22,298
Half-Flipped,lda,2779,43,27,298
Half-Flipped,lda,2784,43,32,298
Half-Flipped,lda,2790,43,38,298
Half-Flipped,lda,2792,43,40,298
Half-Flipped,lda,2815,43,63,298
Half-Flipped,lda,2826,44,10,298
Half-Flipped,lda,2828,44,12,298
Half-Flipped,lda,2830,44,14,298
Half-Flipped,lda,2840,44,24,298
Half-Flipped,lda,2844,44,28,298
Half-Flipped,lda,2847,44,31,298
Half-Flipped,lda,2851,44,35,298
Half-Flipped,lda,2852,44,36,298
Half-Flipped,lda,2855,44,39,298
Half-Flipped,lda,2888,45,8,298
Half-Flipped,lda,2890,45,10,298
Half-Flipped,lda,2896,45,16,298
Half-Flipped,lda,2904,45,24,298
Half-Flipped,lda,2912,45,32,298
Half-Flipped,lda,2913,45,33,298
Half-Flipped,lda,2916,45,36,298
Half-Flipped,lda,2917,45,37,298
Half-Flipped,lda,2920,45,40,298
Half-Flipped,lda,2952,46,8,298
Half-Flipped,lda,2960,46,16,298
Half-Flipped,lda,2976,46,32,298
Half-Flipped,lda,2995,46,51,298
Half-Flipped,lda,3017,47,9,298
Half-Flipped,lda,3018,47,10,298
Half-Flipped,lda,3020,47,12,298
Half-Flipped,lda,3021,47,13,298
Half-Flipped,lda,3023,47,15,298
Half-Flipped,lda,3039,47,31,298
Half-Flipped,lda,3041,47,33,298
Half-Flipped,lda,3047,47,39,298
Half-Flipped,lda,3056,47,48,298
Half-Flipped,lda,3118,48,46,298
Half-Flipped,lda,3123,48,51,298
Half-Flipped,lda,3135,48,63,298
Half-Flipped,lda,3146,49,10,298
Half-Flipped,lda,3148,49,12,298
Half-Flipped,lda,3154,49,18,298
Half-Flipped,lda,3182,49,46,298
Half-Flipped,lda,3215,50,15,298
Half-Flipped,lda,3217,50,17,298
Half-Flipped,lda,3218,50,18,298
Half-Flipped,lda,3246,50,46,298
Half-Flipped,lda,3260,50,60,298
Half-Flipped,lda,3275,51,11,298
Half-Flipped,lda,3276,51,12,298
Half-Flipped,lda,3314,51,50,298
Half-Flipped,lda,3327,51,63,298
Half-Flipped,lda,3328,52,0,298
Half-Flipped,lda,3340,52,12,298
Half-Flipped,lda,3344,52,16,298
Half-Flipped,lda,3346,52,18,298
Half-Flipped,lda,3389,52,61,298
Half-Flipped,lda,3451,53,59,298
Half-Flipped,lda,3471,54,15,298
Half-Flipped,lda,3497,54,41,298
Half-Flipped,lda,3499,54,43,298
Half-Flipped,lda,3578,55,58,298
Half-Flipped,lda,3580,55,60,298
Half-Flipped,lda,3642,56,58,298
Half-Flipped,lda,3644,56,60,298
Half-Flipped,lda,3649,57,1,298
Half-Flipped,lda,3704,57,56,298
Half-Flipped,lda,3706,57,58,298
Half-Flipped,lda,3711,57,63,298
Half-Flipped,lda,3712,58,0,298
Half-Flipped,lda,3772,58,60,298
Half-Flipped,lda,3775,58,63,298
Half-Flipped,lda,3836,59,60,298
Half-Flipped,lda,3900,60,60,298
Half-Flipped,lda,3960,61,56,298
Half-Flipped,lda,3963,61,59,298
Half-Flipped,lda,3966,61,62,298
Half-Flipped,lda,4026,62,58,298
Half-Flipped,lda,4031,62,63,298
Half-Flipped,lda,4086,63,54,298
Half-Flipped,lda,4091,63,59,298
Half-Flipped,lda,4093,63,61,298
Half-Flipped,lda,4095,63,63,298
Half-Flipped,logreg,1,0,1,298
Half-Flipped,logreg,61,0,61,298
Half-Flipped,logreg,66,1,2,298
Half-Flipped,logreg,120,1,56,298
Half-Flipped,logreg,123,1,59,298
Half-Flipped,logreg,127,1,63,298
Half-Flipped,logreg,130,2,2,298
Half-Flipped,logreg,187,2,59,298
Half-Flipped,logreg,249,3,57,298
Half-Flipped,logreg,252,3,60,298
Half-Flipped,logreg,260,4,4,298
Half-Flipped,logreg,319,4,63,298
Half-Flipped,logreg,324,5,4,298
Half-Flipped,logreg,379,5,59,298
Half-Flipped,logreg,380,5,60,298
Half-Flipped,logreg,385,6,1,298
Half-Flipped,logreg,466,7,18,298
Half-Flipped,logreg,468,7,20,298
Half-Flipped,logreg,506,7,58,298
Half-Flipped,logreg,511,7,63,298
Half-Flipped,logreg,527,8,15,298
Half-Flipped,logreg,530,8,18,298
Half-Flipped,logreg,576,9,0,298
Half-Flipped,logreg,639,9,63,298
Half-Flipped,logreg,640,10,0,298
Half-Flipped,logreg,652,10,12,298
Half-Flipped,logreg,655,10,15,298
Half-Flipped,logreg,658,10,18,298
Half-Flipped,logreg,687,10,47,298
Half-Flipped,logreg,699,10,59,298
Half-Flipped,logreg,702,10,62,298
Half-Flipped,logreg,714,11,10,298
Half-Flipped,logreg,721,11,17,298
Half-Flipped,logreg,723,11,19,298
Half-Flipped,logreg,724,11,20,298
Half-Flipped,logreg,750,11,46,298
Half-Flipped,logreg,752,11,48,298
Half-Flipped,logreg,767,11,63,298
Half-Flipped,logreg,781,12,13,298
Half-Flipped,logreg,783,12,15,298
Half-Flipped,logreg,786,12,18,298
Half-Flipped,logreg,787,12,19,298
Half-Flipped,logreg,812,12,44,298
Half-Flipped,logreg,816,12,48,298
Half-Flipped,logreg,827,12,59,298
Half-Flipped,logreg,829,12,61,298
Half-Flipped,logreg,878,13,46,298
Half-Flipped,logreg,881,13,49,298
Half-Flipped,logreg,905,14,9,298
Half-Flipped,logreg,907,14,11,298
Half-Flipped,logreg,913,14,17,298
Half-Flipped,logreg,914,14,18,298
Half-Flipped,logreg,940,14,44,298
Half-Flipped,logreg,958,14,62,298
Half-Flipped,logreg,959,14,63,298
Half-Flipped,logreg,971,15,11,298
Half-Flipped,logreg,973,15,13,298
Half-Flipped,logreg,974,15,14,298
Half-Flipped,logreg,1010,15,50,298
Half-Flipped,logreg,1012,15,52,298
Half-Flipped,logreg,1036,16,12,298
Half-Flipped,logreg,1040,16,16,298
Half-Flipped,logreg,1054,16,30,298
Half-Flipped,logreg,1072,16,48,298
Half-Flipped,logreg,1097,17,9,298
Half-Flipped,logreg,1103,17,15,298
Half-Flipped,logreg,1118,17,30,298
Half-Flipped,logreg,1119,17,31,298
Half-Flipped,logreg,1120,17,32,298
Half-Flipped,logreg,1133,17,45,298
Half-Flipped,logreg,1134,17,46,298
Half-Flipped,logreg,1136,17,48,298
Half-Flipped,logreg,1139,17,51,298
Half-Flipped,logreg,1140,17,52,298
Half-Flipped,logreg,1163,18,11,298
Half-Flipped,logreg,1165,18,13,298
Half-Flipped,logreg,1179,18,27,298
Half-Flipped,logreg,1181,18,29,298
Half-Flipped,logreg,1183,18,31,298
Half-Flipped,logreg,1184,18,32,298
Half-Flipped,logreg,1201,18,49,298
Half-Flipped,logreg,1204,18,52,298
Half-Flipped,logreg,1230,19,14,298
Half-Flipped,logreg,1231,19,15,298
Half-Flipped,logreg,1241,19,25,298
Half-Flipped,logreg,1242,19,26,298
Half-Flipped,logreg,1252,19,36,298
Half-Flipped,logreg,1255,19,39,298
Half-Flipped,logreg,1263,19,47,298
Half-Flipped,logreg,1267,19,51,298
Half-Flipped,logreg,1302,20,22,298
Half-Flipped,logreg,1305,20,25,298
Half-Flipped,logreg,1308,20,28,298
Half-Flipped,logreg,1310,20,30,298
Half-Flipped,logreg,1312,20,32,298
Half-Flipped,logreg,1317,20,37,298
Half-Flipped,logreg,1343,20,63,298
Half-Flipped,logreg,1366,21,22,298
Half-Flipped,logreg,1367,21,23,298
Half-Flipped,logreg,1371,21,27,298
Half-Flipped,logreg,1373,21,29,298
Half-Flipped,logreg,1379,21,35,298
Half-Flipped,logreg,1405,21,61,298
Half-Flipped,logreg,1406,21,62,298
Half-Flipped,logreg,1434,22,26,298
Half-Flipped,logreg,1435,22,27,298
Half-Flipped,logreg,1443,22,35,298
Half-Flipped,logreg,1444,22,36,298
Half-Flipped,logreg,1446,22,38,298
Half-Flipped,logreg,1449,22,41,298
Half-Flipped,logreg,1471,22,63,298
Half-Flipped,logreg,1495,23,23,298
Half-Flipped,logreg,1498,23,26,298
Half-Flipped,logreg,1499,23,27,298
Half-Flipped,logreg,1501,23,29,298
Half-Flipped,logreg,1560,24,24,298
Half-Flipped,logreg,1561,24,25,298
Half-Flipped,logreg,1565,24,29,298
Half-Flipped,logreg,1575,24,39,298
Half-Flipped,logreg,1598,24,62,298
Half-Flipped,logreg,1626,25,26,298
Half-Flipped,logreg,1637,25,37,298
Half-Flipped,logreg,1638,25,38,298
Half-Flipped,logreg,1689,26,25,298
Half-Flipped,logreg,1690,26,26,298
Half-Flipped,logreg,1693,26,29,298
Half-Flipped,logreg,1698,26,34,298
Half-Flipped,logreg,1701,26,37,298
Half-Flipped,logreg,1754,27,26,298
Half-Flipped,logreg,1756,27,28,298
Half-Flipped,logreg,1764,27,36,298
Half-Flipped,logreg,1766,27,38,298
Half-Flipped,logreg,1818,28,26,298
Half-Flipped,logreg,1819,28,27,298
Half-Flipped,logreg,1828,28,36,298
Half-Flipped,logreg,1829,28,37,298
Half-Flipped,logreg,1854,28,62,298
Half-Flipped,logreg,1881,29,25,298
Half-Flipped,logreg,1882,29,26,298
Half-Flipped,logreg,1885,29,29,298
Half-Flipped,logreg,1893,29,37,298
Half-Flipped,logreg,1945,30,25,298
Half-Flipped,logreg,1946,30,26,298
Half-Flipped,logreg,1953,30,33,298
Half-Flipped,logreg,2015,31,31,298
Half-Flipped,logreg,2016,31,32,298
Half-Flipped,logreg,2077,32,29,298
Half-Flipped,logreg,2080,32,32,298
Half-Flipped,logreg,2090,32,42,298
Half-Flipped,logreg,2135,33,23,298
Half-Flipped,logreg,2154,33,42,298
Half-Flipped,logreg,2155,33,43,298
Half-Flipped,logreg,2201,34,25,298
Half-Flipped,logreg,2202,34,26,298
Half-Flipped,logreg,2203,34,27,298
Half-Flipped,logreg,2213,34,37,298
Half-Flipped,logreg,2214,34,38,298
Half-Flipped,logreg,2218,34,42,298
Half-Flipped,logreg,2219,34,43,298
Half-Flipped,logreg,2261,35,21,298
Half-Flipped,logreg,2266,35,26,298
Half-Flipped,logreg,2267,35,27,298
Half-Flipped,logreg,2271,35,31,298
Half-Flipped,logreg,2273,35,33,298
Half-Flipped,logreg,2276,35,36,298
Half-Flipped,logreg,2277,35,37,298
Half-Flipped,logreg,2278,35,38,298
Half-Flipped,logreg,2303,35,63,298
Half-Flipped,logreg,2329,36,25,298
Half-Flipped,logreg,2330,36,26,298
Half-Flipped,logreg,2333,36,29,298
Half-Flipped,logreg,2334,36,30,298
Half-Flipped,logreg,2335,36,31,298
Half-Flipped,logreg,2338,36,34,298
Half-Flipped,logreg,2342,36,38,298
Half-Flipped,logreg,2366,36,62,298
Half-Flipped,logreg,2393,37,25,298
Half-Flipped,logreg,2406,37,38,298
Half-Flipped,logreg,2456,38,24,298
Half-Flipped,logreg,2457,38,25,298
Half-Flipped,logreg,2458,38,26,298
Half-Flipped,logreg,2460,38,28,298
Half-Flipped,logreg,2461,38,29,298
Half-Flipped,logreg,2466,38,34,298
Half-Flipped,logreg,2469,38,37,298
Half-Flipped,logreg,2470,38,38,298
Half-Flipped,logreg,2471,38,39,298
Half-Flipped,logreg,2495,38,63,298
Half-Flipped,logreg,2523,39,27,298
Half-Flipped,logreg,2530,39,34,298
Half-Flipped,logreg,2532,39,36,298
Half-Flipped,logreg,2558,39,62,298
Half-Flipped,logreg,2580,40,20,298
Half-Flipped,logreg,2583,40,23,298
Half-Flipped,logreg,2586,40,26,298
Half-Flipped,logreg,2589,40,29,298
Half-Flipped,logreg,2596,40,36,298
Half-Flipped,logreg,2598,40,38,298
Half-Flipped,logreg,2605,40,45,298
Half-Flipped,logreg,2644,41,20,298
Half-Flipped,logreg,2646,41,22,298
Half-Flipped,logreg,2647,41,23,298
Half-Flipped,logreg,2650,41,26,298
Half-Flipped,logreg,2658,41,34,298
Half-Flipped,logreg,2663,41,39,298
Half-Flipped,logreg,2664,41,40,298
Half-Flipped,logreg,2665,41,41,298
Half-Flipped,logreg,2713,42,25,298
Half-Flipped,logreg,2716,42,28,298
Half-Flipped,logreg,2722,42,34,298
Half-Flipped,logreg,2725,42,37,298
Half-Flipped,logreg,2726,42,38,298
Half-Flipped,logreg,2728,42,40,298
Half-Flipped,logreg,2750,42,62,298
Half-Flipped,logreg,2774,43,22,298
Half-Flipped,logreg,2779,43,27,298
Half-Flipped,logreg,2784,43,32,298
Half-Flipped,logreg,2790,43,38,298
Half-Flipped,logreg,2792,43,40,298
Half-Flipped,logreg,2815,43,63,298
Half-Flipped,logreg,2826,44,10,298
Half-Flipped,logreg,2828,44,12,298
Half-Flipped,logreg,2830,44,14,298
Half-Flipped,logreg,2840,44,24,298
Half-Flipped,logreg,2844,44,28,298
Half-Flipped,logreg,2847,44,31,298
Half-Flipped,logreg,2851,44,35,298
Half-Flipped,logreg,2852,44,36,298
Half-Flipped,logreg,2855,44,39,298
Half-Flipped,logreg,2888,45,8,298
Half-Flipped,logreg,2890,45,10,298
Half-Flipped,logreg,2896,45,16,298
Half-Flipped,logreg,2904,45,24,298
Half-Flipped,logreg,2912,45,32,298
Half-Flipped,logreg,2913,45,33,298
Half-Flipped,logreg,2916,45,36,298
Half-Flipped,logreg,2917,45,37,298
Half-Flipped,logreg,2920,45,40,298
Half-Flipped,logreg,2952,46,8,298
Half-Flipped,logreg,2960,46,16,298
Half-Flipped,logreg,2976,46,32,298
Half-Flipped,logreg,2995,46,51,298
Half-Flipped,logreg,3017,47,9,298
Half-Flipped,logreg,3018,47,10,298
Half-Flipped,logreg,3020,47,12,298
Half-Flipped,logreg,3021,47,13,298
Half-Flipped,logreg,3023,47,15,298
Half-Flipped,logreg,3039,47,31,298
Half-Flipped,logreg,3041,47,33,298
Half-Flipped,logreg,3047,47,39,298
Half-Flipped,logreg,3056,47,48,298
Half-Flipped,logreg,3118,48,46,298
Half-Flipped,logreg,3123,48,51,298
Half-Flipped,logreg,3135,48,63,298
Half-Flipped,logreg,3146,49,10,298
Half-Flipped,logreg,3148,49,12,298
Half-Flipped,logreg,3154,49,18,298
Half-Flipped,logreg,3182,49,46,298
Half-Flipped,logreg,3215,50,15,298
Half-Flipped,logreg,3217,50,17,298
Half-Flipped,logreg,3218,50,18,298
Half-Flipped,logreg,3246,50,46,298
Half-Flipped,logreg,3260,50,60,298
Half-Flipped,logreg,3275,51,11,298
Half-Flipped,logreg,3276,51,12,298
Half-Flipped,logreg,3314,51,50,298
Half-Flipped,logreg,3327,51,63,298
Half-Flipped,logreg,3328,52,0,298
Half-Flipped,logreg,3340,52,12,298
Half-Flipped,logreg,3344,52,16,298
Half-Flipped,logreg,3346,52,18,298
Half-Flipped,logreg,3389,52,61,298
Half-Flipped,logreg,3451,53,59,298
Half-Flipped,logreg,3471,54,15,298
Half-Flipped,logreg,3497,54,41,298
Half-Flipped,logreg,3499,54,43,298
Half-Flipped,logreg,3578,55,58,298
Half-Flipped,logreg,3580,55,60,298
Half-Flipped,logreg,3642,56,58,298
Half-Flipped,logreg,3644,56,60,298
Half-Flipped,logreg,3649,57,1,298
Half-Flipped,logreg,3704,57,56,298
Half-Flipped,logreg,3706,57,58,298
Half-Flipped,logreg,3711,57,63,298
Half-Flipped,logreg,3712,58,0,298
Half-Flipped,logreg,3772,58,60,298
Half-Flipped,logreg,3775,58,63,298
Half-Flipped,logreg,3836,59,60,298
Half-Flipped,logreg,3900,60,60,298
Half-Flipped,logreg,3960,61,56,298
Half-Flipped,logreg,3963,61,59,298
Half-Flipped,logreg,3966,61,62,298
Half-Flipped,logreg,4026,62,58,298
Half-Flipped,logreg,4031,62,63,298
Half-Flipped,logreg,4086,63,54,298
Half-Flipped,logreg,4091,63,59,298
Half-Flipped,logreg,4093,63,61,298
Half-Flipped,logreg,4095,63,63,298
Half-Flipped,svm,1,0,1,834
Half-Flipped,svm,3,0,3,834
Half-Flipped,svm,56,0,56,834
Half-Flipped,svm,57,0,57,834
Half-Flipped,svm,58,0,58,834
Half-Flipped,svm,59,0,59,834
Half-Flipped,svm,60,0,60,834
Half-Flipped,svm,61,0,61,834
Half-Flipped,svm,62,0,62,834
Half-Flipped,svm,64,1,0,834
Half-Flipped,svm,65,1,1,834
Half-Flipped,svm,66,1,2,834
Half-Flipped,svm,67,1,3,834
Half-Flipped,svm,120,1,56,834
Half-Flipped,svm,121,1,57,834
Half-Flipped,svm,122,1,58,834
Half-Flipped,svm,124,1,60,834
Half-Flipped,svm,125,1,61,834
Half-Flipped,svm,126,1,62,834
Half-Flipped,svm,127,1,63,834
Half-Flipped,svm,131,2,3,834
Half-Flipped,svm,184,2,56,834
Half-Flipped,svm,185,2,57,834
Half-Flipped,svm,187,2,59,834
Half-Flipped,svm,188,2,60,834
Half-Flipped,svm,189,2,61,834
Half-Flipped,svm,190,2,62,834
Half-Flipped,svm,191,2,63,834
Half-Flipped,svm,192,3,0,834
Half-Flipped,svm,249,3,57,834
Half-Flipped,svm,250,3,58,834
Half-Flipped,svm,251,3,59,834
Half-Flipped,svm,252,3,60,834
Half-Flipped,svm,253,3,61,834
Half-Flipped,svm,254,3,62,834
Half-Flipped,svm,255,3,63,834
Half-Flipped,svm,256,4,0,834
Half-Flipped,svm,257,4,1,834
Half-Flipped,svm,258,4,2,834
Half-Flipped,svm,259,4,3,834
Half-Flipped,svm,260,4,4,834
Half-Flipped,svm,314,4,58,834
Half-Flipped,svm,315,4,59,834
Half-Flipped,svm,316,4,60,834
Half-Flipped,svm,317,4,61,834
Half-Flipped,svm,318,4,62,834
Half-Flipped,svm,319,4,63,834
Half-Flipped,svm,320,5,0,834
Half-Flipped,svm,321,5,1,834
Half-Flipped,svm,322,5,2,834
Half-Flipped,svm,323,5,3,834
Half-Flipped,svm,324,5,4,834
Half-Flipped,svm,377,5,57,834
Half-Flipped,svm,378,5,58,834
Half-Flipped,svm,379,5,59,834
Half-Flipped,svm,380,5,60,834
Half-Flipped,svm,382,5,62,834
Half-Flipped,svm,383,5,63,834
Half-Flipped,svm,385,6,1,834
Half-Flipped,svm,441,6,57,834
Half-Flipped,svm,442,6,58,834
Half-Flipped,svm,443,6,59,834
Half-Flipped,svm,444,6,60,834
Half-Flipped,svm,445,6,61,834
Half-Flipped,svm,446,6,62,834
Half-Flipped,svm,449,7,1,834
Half-Flipped,svm,466,7,18,834
Half-Flipped,svm,467,7,19,834
Half-Flipped,svm,468,7,20,834
Half-Flipped,svm,505,7,57,834
Half-Flipped,svm,506,7,58,834
Half-Flipped,svm,507,7,59,834
Half-Flipped,svm,508,7,60,834
Half-Flipped,svm,509,7,61,834
Half-Flipped,svm,511,7,63,834
Half-Flipped,svm,512,8,0,834
Half-Flipped,svm,513,8,1,834
Half-Flipped,svm,527,8,15,834
Half-Flipped,svm,528,8,16,834
Half-Flipped,svm,530,8,18,834
Half-Flipped,svm,532,8,20,834
Half-Flipped,svm,533,8,21,834
Half-Flipped,svm,570,8,58,834
Half-Flipped,svm,572,8,60,834
Half-Flipped,svm,574,8,62,834
Half-Flipped,svm,576,9,0,834
Half-Flipped,svm,577,9,1,834
Half-Flipped,svm,578,9,2,834
Half-Flipped,svm,590,9,14,834
Half-Flipped,svm,591,9,15,834
Half-Flipped,svm,592,9,16,834
Half-Flipped,svm,593,9,17,834
Half-Flipped,svm,594,9,18,834
Half-Flipped,svm,595,9,19,834
Half-Flipped,svm,596,9,20,834
Half-Flipped,svm,597,9,21,834
Half-Flipped,svm,634,9,58,834
