dataset,classifier,pixel_index,row,col,n_selected_by_model
Half-Flipped,logreg,2841,44,25,300
Half-Flipped,logreg,2844,44,28,300
Half-Flipped,logreg,2846,44,30,300
Half-Flipped,logreg,2847,44,31,300
Half-Flipped,logreg,2850,44,34,300
Half-Flipped,logreg,2854,44,38,300
Half-Flipped,logreg,2855,44,39,300
Half-Flipped,logreg,2856,44,40,300
Half-Flipped,logreg,2865,44,49,300
Half-Flipped,logreg,2868,44,52,300
Half-Flipped,logreg,2878,44,62,300
Half-Flipped,logreg,2889,45,9,300
Half-Flipped,logreg,2893,45,13,300
Half-Flipped,logreg,2895,45,15,300
Half-Flipped,logreg,2906,45,26,300
Half-Flipped,logreg,2907,45,27,300
Half-Flipped,logreg,2909,45,29,300
Half-Flipped,logreg,2915,45,35,300
Half-Flipped,logreg,2916,45,36,300
Half-Flipped,logreg,2926,45,46,300
Half-Flipped,logreg,2953,46,9,300
Half-Flipped,logreg,2955,46,11,300
Half-Flipped,logreg,2959,46,15,300
Half-Flipped,logreg,2961,46,17,300
Half-Flipped,logreg,2974,46,30,300
Half-Flipped,logreg,2976,46,32,300
Half-Flipped,logreg,2982,46,38,300
Half-Flipped,logreg,2991,46,47,300
Half-Flipped,logreg,2995,46,51,300
Half-Flipped,logreg,3024,47,16,300
Half-Flipped,logreg,3040,47,32,300
Half-Flipped,logreg,3056,47,48,300
Half-Flipped,logreg,3060,47,52,300
Half-Flipped,logreg,3071,47,63,300
Half-Flipped,logreg,3085,48,13,300
Half-Flipped,logreg,3087,48,15,300
Half-Flipped,logreg,3088,48,16,300
Half-Flipped,logreg,3120,48,48,300
Half-Flipped,logreg,3121,48,49,300
Half-Flipped,logreg,3124,48,52,300
Half-Flipped,logreg,3148,49,12,300
Half-Flipped,logreg,3181,49,45,300
Half-Flipped,logreg,3197,49,61,300
Half-Flipped,logreg,3215,50,15,300
Half-Flipped,logreg,3249,50,49,300
Half-Flipped,logreg,3279,51,15,300
Half-Flipped,logreg,3280,51,16,300
Half-Flipped,logreg,3282,51,18,300
Half-Flipped,logreg,3324,51,60,300
Half-Flipped,logreg,3328,52,0,300
Half-Flipped,logreg,3344,52,16,300
Half-Flipped,logreg,3345,52,17,300
Half-Flipped,logreg,3346,52,18,300
Half-Flipped,logreg,3388,52,60,300
Half-Flipped,logreg,3391,52,63,300
Half-Flipped,logreg,3407,53,15,300
Half-Flipped,logreg,3454,53,62,300
Half-Flipped,logreg,3459,54,3,300
Half-Flipped,logreg,3471,54,15,300
Half-Flipped,logreg,3472,54,16,300
Half-Flipped,logreg,3522,55,2,300
Half-Flipped,logreg,3523,55,3,300
Half-Flipped,logreg,3578,55,58,300
Half-Flipped,logreg,3641,56,57,300
Half-Flipped,logreg,3650,57,2,300
Half-Flipped,logreg,3651,57,3,300
Half-Flipped,logreg,3653,57,5,300
Half-Flipped,logreg,3654,57,6,300
Half-Flipped,logreg,3769,58,57,300
Half-Flipped,logreg,3770,58,58,300
Half-Flipped,logreg,3772,58,60,300
Half-Flipped,logreg,3774,58,62,300
Half-Flipped,logreg,3775,58,63,300
Half-Flipped,logreg,3776,59,0,300
Half-Flipped,logreg,3833,59,57,300
Half-Flipped,logreg,3834,59,58,300
Half-Flipped,logreg,3845,60,5,300
Half-Flipped,logreg,3896,60,56,300
Half-Flipped,logreg,3903,60,63,300
Half-Flipped,logreg,3905,61,1,300
Half-Flipped,logreg,3907,61,3,300
Half-Flipped,logreg,3909,61,5,300
Half-Flipped,logreg,3959,61,55,300
Half-Flipped,logreg,3964,61,60,300
Half-Flipped,logreg,3969,62,1,300
Half-Flipped,logreg,3971,62,3,300
Half-Flipped,logreg,3972,62,4,300
Half-Flipped,logreg,4022,62,54,300
Half-Flipped,logreg,4023,62,55,300
Half-Flipped,logreg,4090,63,58,300
Half-Flipped,logreg,4095,63,63,300
Half-Flipped,svm,63,0,63,300
Half-Flipped,svm,66,1,2,300
Half-Flipped,svm,122,1,58,300
Half-Flipped,svm,248,3,56,300
Half-Flipped,svm,251,3,59,300
Half-Flipped,svm,252,3,60,300
Half-Flipped,svm,319,4,63,300
Half-Flipped,svm,323,5,3,300
Half-Flipped,svm,377,5,57,300
Half-Flipped,svm,379,5,59,300
Half-Flipped,svm,380,5,60,300
Half-Flipped,svm,442,6,58,300
Half-Flipped,svm,447,6,63,300
Half-Flipped,svm,508,7,60,300
Half-Flipped,svm,511,7,63,300
Half-Flipped,svm,530,8,18,300
Half-Flipped,svm,570,8,58,300
Half-Flipped,svm,572,8,60,300
Half-Flipped,svm,594,9,18,300
Half-Flipped,svm,640,10,0,300
Half-Flipped,svm,656,10,16,300
Half-Flipped,svm,658,10,18,300
Half-Flipped,svm,659,10,19,300
Half-Flipped,svm,700,10,60,300
Half-Flipped,svm,701,10,61,300
Half-Flipped,svm,702,10,62,300
Half-Flipped,svm,748,11,44,300
Half-Flipped,svm,753,11,49,300
Half-Flipped,svm,765,11,61,300
Half-Flipped,svm,767,11,63,300
Half-Flipped,svm,768,12,0,300
Half-Flipped,svm,781,12,13,300
Half-Flipped,svm,786,12,18,300
Half-Flipped,svm,812,12,44,300
Half-Flipped,svm,816,12,48,300
Half-Flipped,svm,847,13,15,300
Half-Flipped,svm,849,13,17,300
Half-Flipped,svm,883,13,51,300
Half-Flipped,svm,892,13,60,300
Half-Flipped,svm,942,14,46,300
Half-Flipped,svm,944,14,48,300
Half-Flipped,svm,946,14,50,300
Half-Flipped,svm,972,15,12,300
Half-Flipped,svm,974,15,14,300
Half-Flipped,svm,976,15,16,300
Half-Flipped,svm,991,15,31,300
Half-Flipped,svm,1005,15,45,300
Half-Flipped,svm,1006,15,46,300
Half-Flipped,svm,1007,15,47,300
Half-Flipped,svm,1011,15,51,300
Half-Flipped,svm,1037,16,13,300
Half-Flipped,svm,1038,16,14,300
Half-Flipped,svm,1041,16,17,300
Half-Flipped,svm,1055,16,31,300
Half-Flipped,svm,1056,16,32,300
Half-Flipped,svm,1073,16,49,300
Half-Flipped,svm,1075,16,51,300
Half-Flipped,svm,1099,17,11,300
Half-Flipped,svm,1113,17,25,300
Half-Flipped,svm,1119,17,31,300
Half-Flipped,svm,1121,17,33,300
Half-Flipped,svm,1134,17,46,300
Half-Flipped,svm,1139,17,51,300
Half-Flipped,svm,1150,17,62,300
Half-Flipped,svm,1165,18,13,300
Half-Flipped,svm,1176,18,24,300
Half-Flipped,svm,1177,18,25,300
Half-Flipped,svm,1179,18,27,300
Half-Flipped,svm,1190,18,38,300
Half-Flipped,svm,1214,18,62,300
Half-Flipped,svm,1231,19,15,300
Half-Flipped,svm,1244,19,28,300
Half-Flipped,svm,1246,19,30,300
Half-Flipped,svm,1249,19,33,300
Half-Flipped,svm,1250,19,34,300
Half-Flipped,svm,1252,19,36,300
Half-Flipped,svm,1254,19,38,300
Half-Flipped,svm,1302,20,22,300
Half-Flipped,svm,1307,20,27,300
Half-Flipped,svm,1308,20,28,300
Half-Flipped,svm,1311,20,31,300
Half-Flipped,svm,1315,20,35,300
Half-Flipped,svm,1317,20,37,300
Half-Flipped,svm,1343,20,63,300
Half-Flipped,svm,1366,21,22,300
Half-Flipped,svm,1372,21,28,300
Half-Flipped,svm,1377,21,33,300
Half-Flipped,svm,1379,21,35,300
Half-Flipped,svm,1429,22,21,300
